"model","scenario","region","unit","variable","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Income Inequality Model (2019)","SSP5","Italy","","Gini Income Inequality Coefficient",31.219,31.365,31.501,31.59,31.61,31.49,31.205,30.745,30.36,29.907,29.381,28.779,28.112,27.396,26.636,25.861,25.048,24.196
"Income Inequality Model (2019)","SSP5","Jamaica","","Gini Income Inequality Coefficient",61.124,60.948,60.438,59.52,58.281,56.785,54.969,52.841,50.41,47.609,44.378,40.688,36.515,32.523,29.272,26.624,24.467,22.71
"Income Inequality Model (2019)","SSP5","Japan","","Gini Income Inequality Coefficient",32.004,32.231,32.461,32.592,32.614,32.544,32.301,31.926,31.535,31.093,30.594,30,29.385,28.805,28.24,27.707,27.188,26.69
"Income Inequality Model (2019)","SSP5","Jordan","","Gini Income Inequality Coefficient",39.24,39.121,38.933,38.28,36.743,35.341,34.068,33.001,32.126,31.409,30.822,30.341,29.947,29.625,29.36,29.143,28.966,28.82
"Income Inequality Model (2019)","SSP5","Kazakhstan","","Gini Income Inequality Coefficient",27.543,27.659,27.705,27.671,27.552,27.328,26.99,26.523,26.151,25.74,25.291,24.833,24.372,23.916,23.504,23.133,22.797,22.474
"Income Inequality Model (2019)","SSP5","Kenya","","Gini Income Inequality Coefficient",54.366,54.151,53.713,53.017,52.259,51.363,50.621,49.79,49.233,48.587,47.845,47.008,46.083,45.145,44.219,43.299,42.363,41.455
"Income Inequality Model (2019)","SSP5","Kuwait","","Gini Income Inequality Coefficient",41.089,40.771,40.31,39.554,38.493,37.343,36.082,34.864,33.791,32.899,32.152,31.522,30.986,30.527,30.129,29.781,29.472,29.173
"Income Inequality Model (2019)","SSP5","Kyrgyzstan","","Gini Income Inequality Coefficient",27.73,27.949,28.158,28.253,28.252,28.164,27.902,27.5,27.106,26.661,26.158,25.568,24.959,24.384,23.831,23.318,22.824,22.352
"Income Inequality Model (2019)","SSP5","Laos","","Gini Income Inequality Coefficient",43.18,42.631,41.862,40.965,40.406,39.378,38.111,36.688,35.416,34.38,33.537,32.85,32.29,31.835,31.463,31.161,30.915,30.714
"Income Inequality Model (2019)","SSP5","Latvia","","Gini Income Inequality Coefficient",36.115,36.371,36.655,36.875,37.104,37.2,37.143,36.982,37.199,37.408,37.614,37.823,38.043,38.286,38.56,38.885,39.253,39.668
"Income Inequality Model (2019)","SSP5","Lebanon","","Gini Income Inequality Coefficient",42.554,42.154,41.587,40.775,39.876,38.718,37.449,36.15,35.016,34.091,33.337,32.721,32.219,31.81,31.476,31.203,30.981,30.799
"Income Inequality Model (2019)","SSP5","Lesotho","","Gini Income Inequality Coefficient",60.036,59.821,59.383,58.687,57.929,57.033,56.291,55.46,54.903,54.257,53.515,52.678,51.753,50.815,49.889,48.969,48.033,47.125
"Income Inequality Model (2019)","SSP5","Liberia","","Gini Income Inequality Coefficient",42.045,41.767,41.364,40.621,39.445,38.182,36.912,35.713,34.691,33.856,33.174,32.617,32.162,31.79,31.486,31.237,31.034,30.868
"Income Inequality Model (2019)","SSP5","Libya","","Gini Income Inequality Coefficient",41.089,40.771,40.31,39.554,38.493,37.343,36.082,34.864,33.791,32.899,32.152,31.522,30.986,30.527,30.129,29.781,29.472,29.173
"Income Inequality Model (2019)","SSP5","Lithuania","","Gini Income Inequality Coefficient",36.293,37.268,38.347,39.327,40.051,40.351,40.276,39.926,40.237,40.554,40.864,41.161,41.456,41.788,42.193,42.712,43.325,44.016
"Income Inequality Model (2019)","SSP5","Luxembourg","","Gini Income Inequality Coefficient",27.477,27.462,27.497,27.435,27.309,27.116,26.849,26.506,26.044,25.542,25.006,24.433,23.822,23.18,22.503,21.801,21.062,20.28
"Income Inequality Model (2019)","SSP5","Macao","","Gini Income Inequality Coefficient",43.752,43.313,42.688,41.717,40.444,39.078,37.641,36.202,34.969,33.935,33.062,32.316,31.673,31.122,30.65,30.241,29.881,29.557
"Income Inequality Model (2019)","SSP5","Madagascar","","Gini Income Inequality Coefficient",46.22,45.633,44.821,43.878,43.242,42.287,40.914,39.431,38.066,36.948,36.032,35.281,34.666,34.161,33.747,33.408,33.129,32.846
"Income Inequality Model (2019)","SSP5","Malawi","","Gini Income Inequality Coefficient",51.97,51.743,51.302,50.588,49.747,48.839,48.011,47.13,46.504,45.816,45.056,44.223,43.321,42.416,41.531,40.657,39.775,38.902
"Income Inequality Model (2019)","SSP5","Malaysia","","Gini Income Inequality Coefficient",52.116,51.901,51.463,50.767,50.009,49.113,48.371,47.54,46.983,46.337,45.595,44.758,43.833,42.895,41.969,41.049,40.113,39.205
"Income Inequality Model (2019)","SSP5","Maldives","","Gini Income Inequality Coefficient",42.339,41.99,41.493,40.71,39.694,38.492,37.222,35.965,34.878,33.992,33.268,32.677,32.195,31.801,31.48,31.218,31.003,30.829
"Income Inequality Model (2019)","SSP5","Mali","","Gini Income Inequality Coefficient",38.62,38.501,38.313,37.66,36.123,34.721,33.448,32.381,31.506,30.789,30.202,29.721,29.327,29.005,28.74,28.523,28.346,28.2
"Income Inequality Model (2019)","SSP5","Malta","","Gini Income Inequality Coefficient",27.623,27.705,27.552,27.185,26.604,25.773,24.688,23.384,22.36,21.271,20.12,19.101,18.285,17.631,17.107,16.688,16.352,16.083
"Income Inequality Model (2019)","SSP5","Mauritania","","Gini Income Inequality Coefficient",43.023,42.512,41.793,40.917,40.273,39.213,37.945,36.554,35.316,34.308,33.487,32.818,32.272,31.828,31.466,31.172,30.931,30.736
"Income Inequality Model (2019)","SSP5","Mauritius","","Gini Income Inequality Coefficient",41.388,41.267,41.076,40.422,38.889,37.49,36.217,35.147,34.271,33.552,32.964,32.482,32.087,31.764,31.499,31.281,31.103,30.957
"Income Inequality Model (2019)","SSP5","Mexico","","Gini Income Inequality Coefficient",54.823,54.523,52.678,49.127,44.163,38.758,34.252,30.601,27.642,25.244,23.301,21.727,20.451,19.417,18.58,17.901,17.351,16.905
"Income Inequality Model (2019)","SSP5","Moldova","","Gini Income Inequality Coefficient",30.546,30.793,31.046,31.177,31.207,31.157,30.915,30.53,30.131,29.676,29.159,28.532,27.884,27.276,26.685,26.132,25.596,25.084
"Income Inequality Model (2019)","SSP5","Mongolia","","Gini Income Inequality Coefficient",39.46,39.341,39.153,38.5,36.963,35.561,34.288,33.221,32.346,31.629,31.042,30.561,30.167,29.845,29.58,29.363,29.186,29.04
"Income Inequality Model (2019)","SSP5","Montenegro","","Gini Income Inequality Coefficient",30.21,30.091,29.903,29.25,27.713,26.311,25.038,23.971,23.096,22.379,21.792,21.311,20.917,20.595,20.33,20.113,19.936,19.79
"Income Inequality Model (2019)","SSP5","Morocco","","Gini Income Inequality Coefficient",46.323,45.749,44.958,44.018,43.317,42.358,40.963,39.486,38.122,37.004,36.086,35.333,34.714,34.206,33.789,33.446,33.165,32.867
"Income Inequality Model (2019)","SSP5","Mozambique","","Gini Income Inequality Coefficient",51.408,51.132,50.678,49.897,48.737,47.785,46.622,45.551,44.658,43.806,42.978,42.16,41.347,40.572,39.843,39.148,38.473,37.735
"Income Inequality Model (2019)","SSP5","Myanmar","","Gini Income Inequality Coefficient",43.63,42.973,42.059,41.101,40.787,39.852,38.586,37.075,35.704,34.588,33.68,32.942,32.341,31.852,31.455,31.131,30.868,30.653
"Income Inequality Model (2019)","SSP5","Namibia","","Gini Income Inequality Coefficient",66.826,66.611,66.173,65.477,64.719,63.823,63.081,62.25,61.693,61.047,60.305,59.468,58.543,57.605,56.679,55.759,54.823,53.915
"Income Inequality Model (2019)","SSP5","Nepal","","Gini Income Inequality Coefficient",38.33,38.211,38.023,37.37,35.833,34.431,33.158,32.091,31.216,30.499,29.912,29.431,29.037,28.715,28.45,28.233,28.056,27.91
"Income Inequality Model (2019)","SSP5","Netherlands","","Gini Income Inequality Coefficient",26.669,26.842,26.84,26.714,26.441,25.982,25.314,24.424,23.658,22.811,21.897,20.909,19.843,18.856,18.069,17.444,16.945,16.549
"Income Inequality Model (2019)","SSP5","New Caledonia","","Gini Income Inequality Coefficient",41.78,41.535,41.195,40.421,38.831,37.62,36.13,34.898,33.789,32.868,32.103,31.468,30.94,30.502,30.137,29.834,29.582,29.26
"Income Inequality Model (2019)","SSP5","New Zealand","","Gini Income Inequality Coefficient",32.738,32.839,32.788,32.601,32.325,31.957,31.47,30.869,30.185,29.422,28.572,27.615,26.553,25.394,24.151,22.848,21.462,19.98
"Income Inequality Model (2019)","SSP5","Nicaragua","","Gini Income Inequality Coefficient",45.464,45.04,44.47,43.563,42.166,41.161,39.536,38.118,36.77,35.647,34.711,33.93,33.28,32.738,32.286,31.909,31.594,31.147
"Income Inequality Model (2019)","SSP5","Niger","","Gini Income Inequality Coefficient",37.03,36.911,36.723,36.07,34.533,33.131,31.858,30.791,29.916,29.199,28.612,28.131,27.737,27.415,27.15,26.933,26.756,26.61
"Income Inequality Model (2019)","SSP5","Nigeria","","Gini Income Inequality Coefficient",48.783,48.473,48.011,47.184,45.804,44.823,43.43,42.227,41.151,40.188,39.312,38.505,37.753,37.067,36.444,35.874,35.34,34.694
"Income Inequality Model (2019)","SSP5","North Macedonia","","Gini Income Inequality Coefficient",44.135,44.391,44.675,44.895,45.124,45.22,45.163,45.002,45.219,45.428,45.634,45.843,46.063,46.306,46.58,46.905,47.273,47.688
"Income Inequality Model (2019)","SSP5","Norway","","Gini Income Inequality Coefficient",25.666,25.78,25.823,25.785,25.664,25.437,25.098,24.629,24.257,23.847,23.399,22.944,22.487,22.033,21.624,21.257,20.925,20.605
"Income Inequality Model (2019)","SSP5","Oman","","Gini Income Inequality Coefficient",41.089,40.771,40.31,39.554,38.493,37.343,36.082,34.864,33.791,32.899,32.152,31.522,30.986,30.527,30.129,29.781,29.472,29.173
"Income Inequality Model (2019)","SSP5","Pakistan","","Gini Income Inequality Coefficient",35.17,35.051,34.863,34.21,32.673,31.271,29.998,28.931,28.056,27.339,26.752,26.271,25.877,25.555,25.29,25.073,24.896,24.75
"Income Inequality Model (2019)","SSP5","Palestine","","Gini Income Inequality Coefficient",40.04,39.921,39.733,39.08,37.543,36.141,34.868,33.801,32.926,32.209,31.622,31.141,30.747,30.425,30.16,29.943,29.766,29.62
"Income Inequality Model (2019)","SSP5","Panama","","Gini Income Inequality Coefficient",53.9,53.198,52.126,50.676,49.023,47.241,45.285,43.151,40.799,38.208,35.36,32.248,29.025,26.347,24.18,22.428,21.009,19.862
"Income Inequality Model (2019)","SSP5","Papua New Guinea","","Gini Income Inequality Coefficient",49.716,49.457,49.008,48.25,47.203,46.267,45.222,44.218,43.419,42.626,41.822,40.998,40.154,39.333,38.549,37.791,37.042,36.256
"Income Inequality Model (2019)","SSP5","Paraguay","","Gini Income Inequality Coefficient",52.456,52.241,51.803,51.107,50.349,49.453,48.711,47.88,47.323,46.677,45.935,45.098,44.173,43.235,42.309,41.389,40.453,39.545
"Income Inequality Model (2019)","SSP5","Peru","","Gini Income Inequality Coefficient",47.451,47.385,47.301,47,46.41,45.325,43.646,41.361,39.942,38.31,36.434,34.328,31.998,29.447,26.673,23.707,20.49,17.006
"Income Inequality Model (2019)","SSP5","Philippines","","Gini Income Inequality Coefficient",43.025,42.404,41.288,39.545,37.32,34.727,31.663,28.674,26.222,24.21,22.558,21.203,20.09,19.178,18.428,17.814,17.309,16.895
"Income Inequality Model (2019)","SSP5","Poland","","Gini Income Inequality Coefficient",36.797,36.832,36.769,36.45,35.854,34.934,33.675,32.09,30.952,29.728,28.39,26.885,25.192,23.315,21.572,20.194,19.106,18.245
"Income Inequality Model (2019)","SSP5","Portugal","","Gini Income Inequality Coefficient",36.367,36.16,35.75,35.116,34.269,33.194,31.86,30.241,28.816,27.255,25.56,23.713,21.984,20.599,19.488,18.598,17.884,17.312
"Income Inequality Model (2019)","SSP5","Puerto Rico","","Gini Income Inequality Coefficient",55.885,56.141,56.425,56.645,56.874,56.97,56.913,56.752,56.969,57.178,57.384,57.593,57.813,58.056,58.33,58.655,59.023,59.438
"Income Inequality Model (2019)","SSP5","Qatar","","Gini Income Inequality Coefficient",45.959,45.336,44.471,43.52,43.051,42.106,40.789,39.291,37.923,36.806,35.894,35.15,34.542,34.045,33.64,33.309,33.038,32.79
"Income Inequality Model (2019)","SSP5","Romania","","Gini Income Inequality Coefficient",27.336,27.45,27.493,27.455,27.334,27.107,26.768,26.299,25.927,25.517,25.069,24.614,24.157,23.703,23.294,22.927,22.595,22.275
"Income Inequality Model (2019)","SSP5","Russian Federation","","Gini Income Inequality Coefficient",41.125,41.381,41.665,41.885,42.114,42.21,42.153,41.992,42.209,42.418,42.624,42.833,43.053,43.296,43.57,43.895,44.263,44.678
"Income Inequality Model (2019)","SSP5","Rwanda","","Gini Income Inequality Coefficient",57.196,56.981,56.543,55.847,55.089,54.193,53.451,52.62,52.063,51.417,50.675,49.838,48.913,47.975,47.049,46.129,45.193,44.285
"Income Inequality Model (2019)","SSP5","Saint Lucia","","Gini Income Inequality Coefficient",42.143,41.841,41.407,40.651,39.528,38.285,37.015,35.797,34.753,33.901,33.205,32.637,32.173,31.794,31.484,31.231,31.024,30.855
"Income Inequality Model (2019)","SSP5","Saint Vincent and the Grenadines","","Gini Income Inequality Coefficient",48.921,48.503,47.784,46.635,45.224,43.682,42.088,40.505,39.18,37.947,36.773,35.634,34.516,33.466,32.49,31.571,30.686,29.813
"Income Inequality Model (2019)","SSP5","Samoa","","Gini Income Inequality Coefficient",48.496,48.17,47.705,46.856,45.373,44.378,42.878,41.615,40.453,39.438,38.54,37.738,37.014,36.369,35.797,35.284,34.816,34.213
"Income Inequality Model (2019)","SSP5","Sao Tome and Principe","","Gini Income Inequality Coefficient",36.4,36.281,36.093,35.44,33.903,32.501,31.228,30.161,29.286,28.569,27.982,27.501,27.107,26.785,26.52,26.303,26.126,25.98
"Income Inequality Model (2019)","SSP5","Saudi Arabia","","Gini Income Inequality Coefficient",41.089,40.771,40.31,39.554,38.493,37.343,36.082,34.864,33.791,32.899,32.152,31.522,30.986,30.527,30.129,29.781,29.472,29.173
"Income Inequality Model (2019)","SSP5","Senegal","","Gini Income Inequality Coefficient",45.823,45.181,44.289,43.334,42.951,42.012,40.723,39.218,37.848,36.732,35.822,35.081,34.477,33.985,33.584,33.257,32.99,32.761
"Income Inequality Model (2019)","SSP5","Serbia","","Gini Income Inequality Coefficient",29.641,29.84,30.018,30.09,30.066,29.953,29.676,29.262,28.873,28.434,27.941,27.375,26.795,26.242,25.715,25.228,24.765,24.321
"Income Inequality Model (2019)","SSP5","Sierra Leone","","Gini Income Inequality Coefficient",39.57,39.451,39.263,38.61,37.073,35.671,34.398,33.331,32.456,31.739,31.152,30.671,30.277,29.955,29.69,29.473,29.296,29.15
"Income Inequality Model (2019)","SSP5","Singapore","","Gini Income Inequality Coefficient",53.156,52.941,52.503,51.807,51.049,50.153,49.411,48.58,48.023,47.377,46.635,45.798,44.873,43.935,43.009,42.089,41.153,40.245
"Income Inequality Model (2019)","SSP5","Slovakia","","Gini Income Inequality Coefficient",27.884,29.433,31.203,33.018,34.61,35.767,36.563,37.07,38.295,39.568,40.916,42.337,43.845,45.464,47.226,49.204,51.409,53.839
"Income Inequality Model (2019)","SSP5","Slovenia","","Gini Income Inequality Coefficient",24.996,25.11,25.153,25.115,24.994,24.767,24.428,23.959,23.587,23.177,22.729,22.274,21.817,21.363,20.954,20.587,20.255,19.935
"Income Inequality Model (2019)","SSP5","Solomon Islands","","Gini Income Inequality Coefficient",45.88,45.509,45.018,44.121,42.479,41.459,39.751,38.355,37.012,35.887,34.945,34.155,33.493,32.939,32.474,32.085,31.759,31.259
"Income Inequality Model (2019)","SSP5","Somalia","","Gini Income Inequality Coefficient",45.43,45.002,44.426,43.517,42.141,41.137,39.518,38.099,36.75,35.627,34.692,33.912,33.263,32.722,32.27,31.894,31.581,31.138
"Income Inequality Model (2019)","SSP5","South Africa","","Gini Income Inequality Coefficient",69.236,69.021,68.583,67.887,67.129,66.233,65.491,64.66,64.103,63.457,62.715,61.878,60.953,60.015,59.089,58.169,57.233,56.325
"Income Inequality Model (2019)","SSP5","South Korea","","Gini Income Inequality Coefficient",38.23,38.111,37.923,37.27,35.733,34.331,33.058,31.991,31.116,30.399,29.812,29.331,28.937,28.615,28.35,28.133,27.956,27.81
"Income Inequality Model (2019)","SSP5","Spain","","Gini Income Inequality Coefficient",31.982,31.964,31.901,31.726,31.424,30.952,30.294,29.443,28.684,27.831,26.867,25.787,24.616,23.38,22.08,20.74,19.324,17.814
"Income Inequality Model (2019)","SSP5","Sri Lanka","","Gini Income Inequality Coefficient",43.323,42.74,41.925,41.008,40.527,39.529,38.262,36.812,35.508,34.447,33.583,32.879,32.306,31.84,31.461,31.152,30.9,30.695
"Income Inequality Model (2019)","SSP5","Sudan","","Gini Income Inequality Coefficient",40.935,40.443,39.75,38.885,38.198,37.121,35.853,34.477,33.257,32.263,31.453,30.794,30.256,29.818,29.461,29.17,28.933,28.739
"Income Inequality Model (2019)","SSP5","Suriname","","Gini Income Inequality Coefficient",57.466,57.251,56.813,56.117,55.359,54.463,53.721,52.89,52.333,51.687,50.945,50.108,49.183,48.245,47.319,46.399,45.463,44.555
"Income Inequality Model (2019)","SSP5","Sweden","","Gini Income Inequality Coefficient",27.366,27.48,27.523,27.485,27.364,27.137,26.798,26.329,25.957,25.547,25.099,24.644,24.187,23.733,23.324,22.957,22.625,22.305
"Income Inequality Model (2019)","SSP5","Switzerland","","Gini Income Inequality Coefficient",31.579,31.656,31.704,31.824,31.775,31.543,31.293,30.975,30.647,30.302,29.938,29.592,29.236,28.873,28.501,28.13,27.752,27.367
"Income Inequality Model (2019)","SSP5","Syria","","Gini Income Inequality Coefficient",41.301,40.656,39.757,38.806,38.465,37.521,36.255,34.753,33.392,32.285,31.384,30.651,30.055,29.57,29.175,28.854,28.592,28.379
"Income Inequality Model (2019)","SSP5","Taiwan","","Gini Income Inequality Coefficient",39.38,39.261,39.073,38.42,36.883,35.481,34.208,33.141,32.266,31.549,30.962,30.481,30.087,29.765,29.5,29.283,29.106,28.96
"Income Inequality Model (2019)","SSP5","Tajikistan","","Gini Income Inequality Coefficient",30.668,30.9,31.135,31.267,31.291,31.225,30.983,30.606,30.213,29.768,29.265,28.664,28.041,27.455,26.884,26.347,25.823,25.322
"Income Inequality Model (2019)","SSP5","Tanzania","","Gini Income Inequality Coefficient",43.317,42.735,41.922,41.006,40.522,39.522,38.256,36.806,35.504,34.444,33.58,32.878,32.306,31.84,31.461,31.152,30.901,30.696
"Income Inequality Model (2019)","SSP5","Thailand","","Gini Income Inequality Coefficient",40.352,38.831,36.688,33.753,30.351,27.453,25.101,23.194,21.647,20.391,19.373,18.548,17.878,17.334,16.894,16.536,16.246,16.011
"Income Inequality Model (2019)","SSP5","Timor-Leste","","Gini Income Inequality Coefficient",37.14,37.021,36.833,36.18,34.643,33.241,31.968,30.901,30.026,29.309,28.722,28.241,27.847,27.525,27.26,27.043,26.866,26.72
"Income Inequality Model (2019)","SSP5","Togo","","Gini Income Inequality Coefficient",51.866,51.63,51.186,50.46,49.56,48.644,47.753,46.838,46.162,45.444,44.671,43.841,42.955,42.075,41.219,40.378,39.534,38.686
"Income Inequality Model (2019)","SSP5","Tonga","","Gini Income Inequality Coefficient",37.68,37.561,37.373,36.72,35.183,33.781,32.508,31.441,30.566,29.849,29.262,28.781,28.387,28.065,27.8,27.583,27.406,27.26
